name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
HoChiMinh,2016-09-28,32.0,25.0,27.0,39.2,25.0,28.8,24.4,86.5,25.0,100,8.33,rain,0,0,22.0,16.6,305.5,1006.3,83.4,8.2,137.2,11.8,5,,2016-09-28T05:42:00,2016-09-28T17:45:28,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-09-29,32.0,24.0,27.3,36.8,24.0,29.5,24.2,84.0,0.9,100,4.17,rain,0,0,25.9,17.3,288.3,1006.2,73.5,9.7,170.1,14.6,7,,2016-09-29T05:41:58,2016-09-29T17:44:50,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-09-30,32.0,25.1,27.2,39.2,25.1,29.6,24.5,85.8,0.6,100,4.17,rain,0,0,33.5,23.2,297.4,1006.2,53.7,9.3,189.3,16.3,8,,2016-09-30T05:41:56,2016-09-30T17:44:13,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-01,33.0,25.0,28.1,39.2,25.0,31.1,24.4,81.9,4.0,100,4.17,rain,0,0,29.5,18.4,298.8,1007.1,73.2,9.4,201.5,17.4,7,,2016-10-01T05:41:54,2016-10-01T17:43:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-02,32.0,26.0,28.0,37.9,26.0,31.5,24.5,81.9,12.0,100,4.17,rain,0,0,26.6,17.7,296.5,1007.1,82.8,10.1,166.6,14.4,6,,2016-10-02T05:41:52,2016-10-02T17:42:59,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-03,28.9,24.0,25.8,34.3,24.0,26.6,24.5,92.9,34.0,100,8.33,rain,0,0,23.4,22.3,253.0,1007.2,82.0,7.7,110.3,9.6,6,,2016-10-03T05:41:51,2016-10-03T17:42:22,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-04,32.9,24.0,27.5,40.4,24.0,31.2,24.8,85.8,1.1,100,4.17,rain,0,0,27.4,14.8,220.6,1006.9,61.8,8.7,219.6,19.0,8,,2016-10-04T05:41:50,2016-10-04T17:41:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-05,33.0,25.0,28.4,39.2,25.0,32.4,24.7,81.4,9.2,100,8.33,rain,0,0,22.7,18.4,245.9,1006.4,67.7,9.8,175.5,15.1,7,,2016-10-05T05:41:50,2016-10-05T17:41:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-06,31.0,24.0,27.4,37.7,24.0,30.4,24.8,86.9,9.0,100,8.33,rain,0,0,27.4,22.3,263.4,1007.1,76.0,8.3,109.6,9.3,4,,2016-10-06T05:41:49,2016-10-06T17:40:35,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-07,32.0,24.0,26.6,37.9,24.0,28.4,24.2,87.4,4.9,100,8.33,rain,0,0,28.8,20.5,280.1,1008.0,79.3,8.4,128.7,11.3,5,,2016-10-07T05:41:49,2016-10-07T17:40:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-08,29.1,24.0,26.0,34.5,24.0,27.1,24.4,91.1,8.0,100,8.33,rain,0,0,37.8,13.0,285.8,1008.9,76.3,8.3,163.4,14.1,7,,2016-10-08T05:41:50,2016-10-08T17:39:25,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-09,31.0,25.0,27.0,37.7,25.0,29.8,24.9,88.8,6.1,100,8.33,rain,0,0,30.6,14.8,248.6,1007.5,66.9,8.6,172.2,14.8,8,,2016-10-09T05:41:50,2016-10-09T17:38:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-10,30.0,25.0,27.4,37.4,25.0,30.9,25.1,87.9,0.6,100,4.17,rain,0,0,20.2,14.8,300.8,1006.6,71.5,8.9,181.1,15.4,8,,2016-10-10T05:41:52,2016-10-10T17:38:18,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-11,29.8,25.0,26.5,35.9,25.0,27.5,25.1,92.6,58.0,100,12.5,rain,0,0,33.5,12.4,37.6,1006.4,75.6,7.0,115.5,10.0,4,,2016-10-11T05:41:53,2016-10-11T17:37:45,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-12,31.0,25.0,27.2,37.7,25.0,30.0,25.0,88.3,0.1,100,4.17,rain,0,0,17.6,13.0,270.4,1006.3,84.4,7.2,119.6,10.3,5,,2016-10-12T05:41:55,2016-10-12T17:37:12,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-13,33.0,25.0,27.6,39.2,25.0,30.6,24.9,86.1,0.2,100,4.17,rain,0,0,22.0,11.7,285.1,1005.8,64.1,9.1,162.6,14.0,8,,2016-10-13T05:41:58,2016-10-13T17:36:40,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-14,33.0,25.0,28.4,39.2,25.0,31.9,24.9,82.4,4.8,100,29.17,rain,0,0,26.3,18.4,181.7,1005.5,52.7,8.5,190.6,16.4,7,,2016-10-14T05:42:01,2016-10-14T17:36:09,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-15,33.0,25.0,28.0,40.6,25.0,31.4,25.5,87.4,2.2,100,4.17,rain,0,0,27.0,16.6,217.6,1006.0,61.8,8.2,161.9,14.1,7,,2016-10-15T05:42:04,2016-10-15T17:35:38,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-16,31.9,24.0,26.9,39.1,24.0,29.5,25.1,90.7,29.0,100,12.5,rain,0,0,19.1,20.5,317.2,1006.3,73.1,8.4,117.0,10.0,4,,2016-10-16T05:42:08,2016-10-16T17:35:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-17,32.0,24.0,27.2,37.9,24.0,29.7,24.6,87.3,3.0,100,4.17,rain,0,0,22.0,25.5,278.6,1005.5,68.5,8.9,111.9,9.6,5,,2016-10-17T05:42:13,2016-10-17T17:34:39,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-18,30.0,24.9,27.1,36.2,24.9,30.1,24.8,87.6,9.9,100,8.33,rain,0,0,27.4,20.9,241.7,1006.0,71.2,8.3,93.7,8.1,4,,2016-10-18T05:42:18,2016-10-18T17:34:10,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-19,32.0,25.0,27.6,37.7,25.0,30.7,24.7,84.7,12.0,100,4.17,rain,0,0,35.3,31.7,239.4,1005.9,59.2,9.9,162.6,14.0,8,,2016-10-19T05:42:23,2016-10-19T17:33:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-20,30.0,25.0,27.0,36.2,25.0,29.4,24.4,86.5,0.9,100,8.33,rain,0,0,36.7,23.8,257.8,1006.1,74.2,9.6,141.8,12.3,6,,2016-10-20T05:42:29,2016-10-20T17:33:15,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-21,32.0,24.0,27.3,37.9,24.0,29.7,24.7,87.2,17.4,100,8.33,rain,0,0,33.8,29.5,269.7,1007.0,80.7,8.7,127.5,11.0,5,,2016-10-21T05:42:36,2016-10-21T17:32:48,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-22,32.0,25.0,27.0,39.2,25.0,29.2,24.9,89.1,7.0,100,8.33,rain,0,0,30.2,20.5,287.2,1007.8,71.7,8.2,176.0,15.1,8,,2016-10-22T05:42:43,2016-10-22T17:32:22,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-23,33.0,25.0,27.7,40.6,25.0,30.6,24.9,85.9,71.0,100,4.17,rain,0,0,33.5,16.6,321.2,1007.3,64.8,7.8,118.2,10.3,6,,2016-10-23T05:42:51,2016-10-23T17:31:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-24,31.0,24.0,26.7,35.5,24.0,29.1,24.6,89.3,11.3,100,8.33,rain,0,0,23.4,13.0,159.5,1007.6,82.6,8.4,115.6,10.0,6,,2016-10-24T05:42:59,2016-10-24T17:31:33,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-25,30.0,25.0,26.0,36.2,25.0,27.0,25.2,95.8,36.0,100,12.5,rain,0,0,31.3,16.6,85.6,1007.9,82.8,7.0,107.2,9.0,4,,2016-10-25T05:43:08,2016-10-25T17:31:10,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-26,32.0,25.0,28.1,38.0,25.0,31.6,24.8,83.7,8.2,100,12.5,rain,0,0,42.8,29.5,107.1,1009.4,63.8,9.4,143.2,12.3,5,,2016-10-26T05:43:18,2016-10-26T17:30:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-27,34.0,25.0,28.7,40.6,25.0,32.6,24.5,79.1,0.1,100,4.17,rain,0,0,31.7,21.2,108.6,1010.8,47.9,10.2,213.0,18.3,8,,2016-10-27T05:43:28,2016-10-27T17:30:26,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-28,33.0,24.0,27.5,39.2,24.0,29.8,23.8,82.3,0.1,100,4.17,rain,0,0,28.8,18.4,93.6,1009.9,54.5,9.5,189.6,16.3,7,,2016-10-28T05:43:39,2016-10-28T17:30:05,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-29,32.0,24.0,26.4,39.2,24.0,28.0,24.1,88.7,30.3,100,8.33,rain,0,0,37.4,16.6,67.8,1009.5,62.8,8.2,147.3,12.7,8,,2016-10-29T05:43:51,2016-10-29T17:29:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-10-30,31.0,24.0,25.9,36.5,24.0,27.0,24.0,89.6,36.0,100,8.33,rain,0,0,34.2,24.1,77.3,1010.1,84.0,9.1,118.5,10.3,5,,2016-10-30T05:44:03,2016-10-30T17:29:26,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-10-31,31.9,24.0,26.8,36.8,24.0,29.1,24.3,87.4,13.0,100,4.17,rain,0,0,28.8,35.3,74.3,1010.4,67.3,9.3,164.8,14.4,6,,2016-10-31T05:44:16,2016-10-31T17:29:08,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-01,32.0,24.0,27.2,37.7,24.0,29.6,24.3,86.0,1.0,100,4.17,rain,0,0,25.9,13.0,296.1,1009.6,66.6,7.8,209.2,17.9,8,,2016-11-01T05:44:30,2016-11-01T17:28:51,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-02,32.0,24.0,26.6,37.9,24.0,28.1,24.3,88.5,2.7,100,25.0,rain,0,0,30.6,14.8,311.2,1009.3,70.7,9.0,192.2,16.5,8,,2016-11-02T05:44:44,2016-11-02T17:28:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-03,30.0,25.0,27.2,35.1,25.0,29.7,24.3,85.0,4.3,100,33.33,rain,0,0,30.6,16.6,357.7,1008.7,77.7,9.7,151.0,13.1,7,,2016-11-03T05:44:59,2016-11-03T17:28:20,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-04,29.0,24.0,26.4,33.6,24.0,27.8,23.9,86.8,0.3,100,8.33,rain,0,0,28.8,16.6,351.6,1007.9,90.8,9.7,137.0,11.8,6,,2016-11-04T05:45:14,2016-11-04T17:28:06,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-05,27.0,24.0,25.3,29.6,24.0,25.7,23.4,89.5,10.5,100,12.5,rain,0,0,30.2,20.5,335.6,1006.9,91.3,9.3,53.2,4.7,2,,2016-11-05T05:45:30,2016-11-05T17:27:52,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-06,28.0,24.0,25.9,32.7,24.0,27.3,24.6,92.8,86.1,100,12.5,rain,0,0,29.5,14.8,222.4,1008.1,84.5,8.7,103.2,9.1,4,,2016-11-06T05:45:47,2016-11-06T17:27:40,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-11-07,33.0,25.0,28.2,38.1,25.0,31.5,24.4,81.6,5.1,100,29.17,rain,0,0,23.8,13.0,163.1,1010.0,59.5,10.1,150.3,12.8,6,,2016-11-07T05:46:05,2016-11-07T17:27:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-08,32.0,25.0,28.4,37.9,25.0,32.0,24.7,81.8,6.8,100,8.33,rain,0,0,27.0,15.7,135.6,1011.0,61.9,9.4,181.1,15.6,7,,2016-11-08T05:46:23,2016-11-08T17:27:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-09,33.0,24.4,28.5,40.6,24.4,32.9,24.6,80.6,2.2,100,25.0,rain,0,0,38.9,16.6,133.7,1011.3,55.6,10.2,186.6,16.1,7,,2016-11-09T05:46:42,2016-11-09T17:27:10,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-10,34.0,25.0,28.7,37.3,25.0,31.2,22.9,73.2,1.8,100,45.83,rain,0,0,20.5,13.7,325.0,1011.3,58.0,10.0,216.8,18.6,8,,2016-11-10T05:47:02,2016-11-10T17:27:02,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-11,34.0,25.0,28.6,37.3,25.0,31.1,23.2,74.4,9.0,100,4.17,rain,0,0,32.8,18.4,120.1,1010.5,39.9,9.2,217.0,18.8,8,,2016-11-11T05:47:22,2016-11-11T17:26:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-12,33.0,25.0,28.9,37.0,25.0,31.8,23.0,72.2,0.8,100,25.0,rain,0,0,25.9,18.4,106.4,1010.6,48.9,10.1,220.5,18.9,8,,2016-11-12T05:47:43,2016-11-12T17:26:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-13,34.0,25.0,29.2,37.7,25.0,32.2,23.4,73.0,0.2,100,4.17,rain,0,0,35.3,14.8,84.6,1010.3,40.8,9.8,202.5,17.5,8,,2016-11-13T05:48:04,2016-11-13T17:26:45,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-14,35.0,25.0,29.4,36.7,25.0,32.4,23.0,71.4,0.2,100,8.33,rain,0,0,29.5,14.8,85.4,1009.4,39.8,10.1,221.8,18.9,8,,2016-11-14T05:48:27,2016-11-14T17:26:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-15,34.0,26.0,29.2,38.1,26.0,33.2,24.6,77.9,0.4,100,16.67,rain,0,0,20.9,13.0,73.7,1009.2,51.0,9.1,203.1,17.4,7,,2016-11-15T05:48:49,2016-11-15T17:26:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-16,35.0,25.0,29.2,37.0,25.0,31.3,22.8,72.4,1.3,100,20.83,rain,0,0,22.7,14.8,298.5,1009.3,49.7,9.9,231.5,19.9,8,,2016-11-16T05:49:13,2016-11-16T17:26:37,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-17,33.0,26.0,28.1,38.1,26.0,30.9,24.5,82.0,13.0,100,8.33,rain,0,0,28.8,9.4,322.9,1008.8,66.8,10.8,145.5,12.7,7,,2016-11-17T05:49:37,2016-11-17T17:26:37,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-11-18,33.0,26.0,29.2,38.1,26.0,33.3,24.1,75.5,2.5,100,33.33,rain,0,0,38.9,17.3,128.0,1007.3,52.2,9.6,198.5,17.0,7,,2016-11-18T05:50:01,2016-11-18T17:26:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-19,33.0,26.0,29.0,38.1,26.0,33.0,24.2,76.9,0.3,100,12.5,rain,0,0,20.5,16.6,105.3,1007.3,46.5,10.1,200.1,17.2,8,,2016-11-19T05:50:27,2016-11-19T17:26:39,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-20,31.0,24.0,27.3,37.7,24.0,30.2,24.8,86.9,6.2,100,4.17,rain,0,0,24.8,13.0,158.8,1007.3,67.2,8.8,181.6,15.8,7,,2016-11-20T05:50:52,2016-11-20T17:26:42,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-21,32.0,24.0,27.2,37.9,24.0,29.7,25.2,90.2,9.0,100,8.33,rain,0,0,31.7,11.2,111.1,1007.2,78.8,8.4,172.6,14.9,7,,2016-11-21T05:51:19,2016-11-21T17:26:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-22,32.0,26.0,28.5,39.2,26.0,32.0,24.9,82.4,3.2,100,20.83,rain,0,0,29.2,16.6,123.7,1007.8,61.6,9.7,181.5,15.6,7,,2016-11-22T05:51:45,2016-11-22T17:26:51,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-23,33.0,26.0,29.2,39.2,26.0,33.5,24.6,77.5,3.2,100,4.17,rain,0,0,27.7,16.6,132.1,1008.4,43.2,10.2,208.8,17.9,8,,2016-11-23T05:52:13,2016-11-23T17:26:57,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-24,34.0,26.0,29.1,39.2,26.0,33.0,24.0,75.0,0.2,100,8.33,rain,0,0,20.5,14.8,111.8,1008.4,58.3,10.0,223.6,19.5,8,,2016-11-24T05:52:40,2016-11-24T17:27:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-25,34.0,25.0,29.1,38.3,25.0,32.5,23.5,73.0,0.9,100,12.5,rain,0,0,22.0,14.4,123.6,1007.7,48.6,9.8,215.8,18.8,8,,2016-11-25T05:53:09,2016-11-25T17:27:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-26,34.0,25.0,29.3,38.3,25.0,32.2,22.9,70.0,1.0,100,29.17,rain,0,0,19.8,14.8,126.5,1007.7,53.4,10.1,199.2,17.4,8,,2016-11-26T05:53:37,2016-11-26T17:27:22,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-27,34.0,26.0,29.4,38.3,26.0,33.4,23.9,73.6,1.1,100,33.33,rain,0,0,21.6,14.8,139.6,1008.6,41.5,9.6,204.2,17.6,8,,2016-11-27T05:54:06,2016-11-27T17:27:33,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-28,33.0,26.0,29.0,38.1,26.0,32.1,23.5,74.1,0.3,100,8.33,rain,0,0,21.2,10.8,342.0,1009.5,46.5,10.2,226.2,19.5,8,,2016-11-28T05:54:36,2016-11-28T17:27:44,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-29,34.0,25.0,29.5,38.3,25.0,32.0,22.3,66.6,0.6,100,12.5,rain,0,0,24.8,15.7,25.5,1010.2,41.8,10.7,222.7,19.1,8,,2016-11-29T05:55:06,2016-11-29T17:27:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-11-30,31.0,23.0,27.0,37.7,23.0,29.5,23.9,83.9,1.0,100,4.17,rain,0,0,37.4,14.8,7.1,1010.7,58.3,9.0,167.9,14.5,7,,2016-11-30T05:55:36,2016-11-30T17:28:10,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-01,31.0,24.0,26.6,35.6,24.0,28.4,23.9,86.4,3.0,100,4.17,rain,0,0,40.0,27.7,34.3,1010.9,68.0,9.1,178.3,15.4,8,,2016-12-01T05:56:06,2016-12-01T17:28:24,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2016-12-02,30.0,24.0,26.1,34.1,24.0,27.4,23.9,88.9,20.0,100,4.17,rain,0,0,38.2,14.8,358.8,1011.0,73.6,9.5,122.3,10.4,5,,2016-12-02T05:56:37,2016-12-02T17:28:40,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-03,32.0,24.0,27.7,35.8,24.0,29.9,23.5,79.7,0.1,100,4.17,rain,0,0,37.1,17.3,79.2,1010.5,60.4,9.5,197.9,16.9,7,,2016-12-03T05:57:08,2016-12-03T17:28:56,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-04,32.0,25.0,27.8,36.8,25.0,30.1,23.6,79.3,0.9,100,33.33,rain,0,0,39.6,13.0,80.6,1010.2,52.0,9.6,150.7,12.9,5,,2016-12-04T05:57:40,2016-12-04T17:29:13,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-05,32.0,24.0,27.7,35.7,24.0,30.0,23.6,79.8,5.4,100,16.67,rain,0,0,51.8,27.7,109.9,1009.7,50.3,9.7,183.8,15.9,7,,2016-12-05T05:58:11,2016-12-05T17:29:31,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-06,32.0,24.0,27.5,34.9,24.0,29.5,23.8,82.3,7.0,100,4.17,rain,0,0,31.7,13.0,95.5,1009.7,62.1,9.7,131.4,11.4,5,,2016-12-06T05:58:43,2016-12-06T17:29:51,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-07,30.8,25.0,26.4,34.5,25.0,27.8,24.6,91.1,0.1,100,4.17,rain,0,0,40.7,11.2,286.6,1008.8,64.0,8.3,125.8,10.8,6,,2016-12-07T05:59:14,2016-12-07T17:30:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-08,31.0,25.0,27.3,35.5,25.0,29.8,24.2,84.1,1.0,100,4.17,rain,0,0,20.9,9.4,334.1,1007.4,82.6,8.0,102.1,8.8,5,,2016-12-08T05:59:46,2016-12-08T17:30:31,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-09,32.0,24.0,27.1,36.8,24.0,28.6,23.5,82.5,0.2,100,4.17,rain,0,0,15.8,24.1,273.8,1007.0,65.8,9.0,184.0,15.9,8,,2016-12-09T06:00:18,2016-12-09T17:30:53,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-10,30.0,24.1,27.0,33.3,24.1,28.6,23.1,80.5,7.0,100,4.17,rain,0,0,19.8,9.4,319.2,1007.4,87.2,7.5,68.7,5.8,3,,2016-12-10T06:00:50,2016-12-10T17:31:15,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2016-12-11,27.0,24.0,25.6,30.6,24.0,26.2,23.5,88.1,18.5,100,91.67,rain,0,0,25.9,9.4,326.3,1007.2,90.7,8.2,49.2,4.1,2,,2016-12-11T06:01:22,2016-12-11T17:31:39,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48900099999,VVTS"
